Unnamed: 0,Producto,Peso,Categoria,Marca,Link,link,PLU,Puntos,EAN
799,Café TULIO Y MARIA molido premium origen Concordia (500 gr),500 gr,Café,TULIO Y MARIA,https://www.exito.com/cafe-premium-molido-tulmar-tulio-y-maria-500-gramo-833181/p,https://www.exito.com/cafe-premium-molido-tulmar-tulio-y-maria-500-gramo-833181/p,1110330,7.629,7709990606782
800,Drips café JUAN VALDEZ Origen Huila (50 gr),50 gr,Drips,JUAN VALDEZ,https://www.exito.com/cafe-drip-huila-x-50-gr-740534/p,https://www.exito.com/cafe-drip-huila-x-50-gr-740534/p,1027856,2.250,7701362013686
801,Café CAFE QUINDIO orgánico molido (340 gr),340 gr,Café,CAFE QUINDIO,https://www.exito.com/cafe-organico-molido-x-340-g-602778/p,https://www.exito.com/cafe-organico-molido-x-340-g-602778/p,701550,5.850,7702728230426
802,Café GINEBRAS (250 gr),250 gr,Café,GINEBRAS,https://www.exito.com/cafe-especial-ginebras-250-gr-486104/p,https://www.exito.com/cafe-especial-ginebras-250-gr-486104/p,827112,1.593,7702483200931
803,Café OMA Soluble Liofilizado (100 gr),100 gr,Café,OMA,https://www.exito.com/cafe-soluble-liofilizado-100-gr-475943/p,https://www.exito.com/cafe-soluble-liofilizado-100-gr-475943/p,921890,4.343,7702747008822
804,Café GRIAL molido arábico origen Concordia (340 gr),340 gr,Café,GRIAL,https://www.exito.com/cafe-especial-origen-39406/p,https://www.exito.com/cafe-especial-origen-39406/p,1390427,6.493,7709780809355
805,Café OMA selecta tostado y molido (400 gr),400 gr,Café,OMA,https://www.exito.com/cafe-obsequio-oma-cafe-tostado-molido-selecta-500-gr-3201593/p,https://www.exito.com/cafe-obsequio-oma-cafe-tostado-molido-selecta-500-gr-3201593/p,3657150,3.864,7702747742818
806,Café TOSTAO tostado supremo (200 gr),200 gr,Café,TOSTAO,https://www.exito.com/cafe-tostao-supremo-x-200-gr-tostao-200-gr-3198361/p,https://www.exito.com/cafe-tostao-supremo-x-200-gr-tostao-200-gr-3198361/p,3642462,2.057,7708024204062
807,Café CAFE QUINDIO cosecha especial (250 gr),250 gr,Café,CAFE QUINDIO,https://www.exito.com/cafe-cafe-quindio-chocolate-y-panela-250-gr-3183225/p,https://www.exito.com/cafe-cafe-quindio-chocolate-y-panela-250-gr-3183225/p,3591297,5.257,7702728232277
808,Café SALENTO Diversidad (340 gr),340 gr,Café,SALENTO,https://www.exito.com/cafe-salento-diversidad-340-gr-3182530/p,https://www.exito.com/cafe-salento-diversidad-340-gr-3182530/p,3587049,6.793,7707979019059
809,Café CAFE QUINDIO tostado papayo honey (250 gr),250 gr,Café,CAFE QUINDIO,https://www.exito.com/cafe-cafe-quindio-papayo-250-gr-3182321/p,https://www.exito.com/cafe-cafe-quindio-papayo-250-gr-3182321/p,3586290,12.829,7702728232222
810,Café PALOMA RIVERA Molido Exotic Whsikey (250 gr),250 gr,Café,PALOMA RIVERA,https://www.exito.com/cafe-paloma-rivera-molido-exotic-whsikey-250-gr-3181153/p,https://www.exito.com/cafe-paloma-rivera-molido-exotic-whsikey-250-gr-3181153/p,3582932,10.571,7708484000501
811,Café CAFE QUINDIO tostado notas vainilla dulce (250 gr),250 gr,Café,CAFE QUINDIO,https://www.exito.com/cafe-cafe-quindio-molido-notas-vainilla-dulce-cr-250-gr-3178198/p,https://www.exito.com/cafe-cafe-quindio-molido-notas-vainilla-dulce-cr-250-gr-3178198/p,3573759,5.300,7702728232161
812,Café con leche COLCAFE Mezcla instántánea (132 gr),132 gr,Café,COLCAFE,https://www.exito.com/cafe-con-leche-pleg-colcafe-132-gr-3161772/p,https://www.exito.com/cafe-con-leche-pleg-colcafe-132-gr-3161772/p,3537582,1.133,7702032117796
813,Café con leche COLCAFE Mezcla instántánea (880 gr),880 gr,Café,COLCAFE,https://www.exito.com/cafe-con-leche-cojin-colcafe-880-gr-3161771/p,https://www.exito.com/cafe-con-leche-cojin-colcafe-880-gr-3161771/p,3537581,6.471,7702032117871
814,Chocolate AUTOR de mesa con panela y especias (400 gr),400 gr,Chocolate,AUTOR,https://www.exito.com/chocolate-mesa-panela-y-especias-autor-400-gr-3149123/p,https://www.exito.com/chocolate-mesa-panela-y-especias-autor-400-gr-3149123/p,3485288,6.550,7701081483739
815,Chocolate JUAN CHOCONAT (300 gr),300 gr,Chocolate,JUAN CHOCONAT,https://www.exito.com/chocolate-de-mesa-85-cacao-juan-choconat-300-gr-3133479/p,https://www.exito.com/chocolate-de-mesa-85-cacao-juan-choconat-300-gr-3133479/p,3424331,4.400,7709802394845
816,Café DORIGENN (340 gr),340 gr,Café,DORIGENN,https://www.exito.com/cafe-caribe-grano-dorigenn-340-gr-3133047/p,https://www.exito.com/cafe-caribe-grano-dorigenn-340-gr-3133047/p,3422826,5.693,7709903823190
817,Chocolate en polvo LYNE Clavos y canela (1664 gr),1664 gr,Chocolate,LYNE,https://www.exito.com/chocolate-light-clavos-y-canela-lyne-1664-gr-3122841/p,https://www.exito.com/chocolate-light-clavos-y-canela-lyne-1664-gr-3122841/p,3383746,26.114,7702007077964
818,Chocolate en polvo LYNE Clásico (1664 gr),1664 gr,Chocolate,LYNE,https://www.exito.com/chocolate-light-clasico-lyne-1664-gr-3122834/p,https://www.exito.com/chocolate-light-clasico-lyne-1664-gr-3122834/p,3383739,23.429,7702007077889
819,Café LA DIVISA Tradicional Molido (340 gr),340 gr,Café,LA DIVISA,https://www.exito.com/cafe-tradicional-molido-la-divisa-340-gr-3121006/p,https://www.exito.com/cafe-tradicional-molido-la-divisa-340-gr-3121006/p,3377003,4.943,7709126264008
820,CAFÉ LA MANCHURIA HONEY Café La Manchuria (340 gr),340 gr,CAFÉ,CAFÉ LA MANCHURIA HONEY,https://www.exito.com/cafe-origen-honey-molido-cafe-la-manchuria-340-gr-3089042/p,https://www.exito.com/cafe-origen-honey-molido-cafe-la-manchuria-340-gr-3089042/p,3281049,6.471,0737186527389
821,CAFE LA MANCHURIA PREMIUM Café La Manchuria (340 gr),340 gr,CAFE,CAFE LA MANCHURIA PREMIUM,https://www.exito.com/cafe-origen-premium-molido-cafe-la-manchuria-340-gr-3089041/p,https://www.exito.com/cafe-origen-premium-molido-cafe-la-manchuria-340-gr-3089041/p,3281048,5.550,0737186527372
822,Café AGUILA ROJA SUPREMO MOLIDO (340 gr),340 gr,Café,AGUILA ROJA SUPREMO MOLIDO,https://www.exito.com/cafe-tostado-y-molido-supremo-aguila-roja-340-gr-3087878/p,https://www.exito.com/cafe-tostado-y-molido-supremo-aguila-roja-340-gr-3087878/p,3276480,3.871,7702040407544
823,cafe GINEBRAS Cafe Molido Mujeres Cafeteras (500 gr),500 gr,cafe,GINEBRAS,https://www.exito.com/cafe-molido-mujeres-cafeteras-ginebras-500-gr-3047948/p,https://www.exito.com/cafe-molido-mujeres-cafeteras-ginebras-500-gr-3047948/p,3133085,6.079,7702483110926
824,cafe GINEBRAS GOURMET TOSTADO MOL. (500 gr),500 gr,cafe,GINEBRAS GOURMET TOSTADO MOL.,https://www.exito.com/cafe-gourmet-tostado-mol-ginebras-500-gr-3047945/p,https://www.exito.com/cafe-gourmet-tostado-mol-ginebras-500-gr-3047945/p,3133082,5.900,7702483103027
825,Café EVOK tostado y molido (340 gr),340 gr,Café,EVOK,https://www.exito.com/cafe-tostado-y-molido-evok-340-gr-3030197/p,https://www.exito.com/cafe-tostado-y-molido-evok-340-gr-3030197/p,3064503,5.743,7709501647570
826,Café MONTIE COFFEE molido descafeinado Eje Cafetero (340 gr),340 gr,Café,MONTIE COFFEE,https://www.exito.com/cafe-descafeinado-x-340-g-227891/p,https://www.exito.com/cafe-descafeinado-x-340-g-227891/p,1524138,8.257,7709925373932
827,Café AROMA granulado (85 gr),85 gr,Café,AROMA,https://www.exito.com/cafe-granulado-aroma-85-gr-205472/p,https://www.exito.com/cafe-granulado-aroma-85-gr-205472/p,103214,2.221,7707199660543
828,Café CORDOBA (85 gr),85 gr,Café,CORDOBA,https://www.exito.com/cafe-instantaneo-cordoba-85-gr-194395/p,https://www.exito.com/cafe-instantaneo-cordoba-85-gr-194395/p,626233,1.457,7707108500298
829,Café JUAN VALDEZ Origen Huila molido (283 gr),283 gr,Café,JUAN VALDEZ,https://www.exito.com/cafe-molido-huila-x-283-gramos-135802/p,https://www.exito.com/cafe-molido-huila-x-283-gramos-135802/p,907297,6.157,7701362002956
